userID,restoID,rating
U1001,R0001,4
U1002,R0001,5
U1003,R0001,4
U1004,R0001,3
U1005,R0001,5
U1006,R0001,5
U1007,R0001,5
U1008,R0001,5
U1009,R0001,4
U1010,R0001,5
U1011,R0001,5
U1012,R0001,5
U1013,R0001,5
U1014,R0001,5
U1015,R0001,5
U1024,R0001,5
U1025,R0001,5
U1026,R0001,5
U1027,R0001,5
U1028,R0001,3
U1029,R0001,4
U1030,R0001,5
U1031,R0001,5
U1032,R0001,4
U1037,R0001,5
U1040,R0001,3
U1097,R0001,5
U1098,R0001,5
U1115,R0001,5
U1001,R0002,5
U1002,R0002,5
U1003,R0002,5
U1004,R0002,5
U1005,R0002,5
U1006,R0002,5
U1007,R0002,5
U1008,R0002,5
U1009,R0002,5
U1010,R0002,5
U1011,R0002,5
U1012,R0002,4
U1013,R0002,3
U1014,R0002,2
U1015,R0002,4
U1016,R0002,4
U1017,R0002,4
U1018,R0002,5
U1019,R0002,5
U1020,R0002,5
U1021,R0002,5
U1022,R0002,4
U1023,R0002,4
U1024,R0002,5
U1025,R0002,5
U1026,R0002,5
U1027,R0002,4
U1028,R0002,5
U1029,R0002,5
U1030,R0002,5
U1031,R0002,5
U1032,R0002,4
U1033,R0002,4
U1034,R0002,4
U1035,R0002,5
U1036,R0002,5
U1037,R0002,5
U1038,R0002,5
U1039,R0002,5
U1040,R0002,5
U1041,R0002,4
U1042,R0002,4
U1043,R0002,5
U1044,R0002,4
U1045,R0002,4
U1046,R0002,4
U1047,R0002,5
U1048,R0002,5
U1049,R0002,4
U1050,R0002,5
U1001,R0003,5
U1002,R0003,5
U1021,R0003,5
U1022,R0003,5
U1023,R0003,5
U1059,R0003,5
U1060,R0003,5
U1065,R0003,5
U1066,R0003,5
U1067,R0003,5
U1068,R0003,5
U1069,R0003,5
U1099,R0003,5
U1100,R0003,3
U1101,R0003,5
U1102,R0003,5
U1103,R0003,5
U1104,R0003,4
U1105,R0003,5
U1106,R0003,4
U1107,R0003,5
U1108,R0003,4
U1040,R0003,5
U1109,R0003,5
U1001,R0004,2
U1002,R0004,5
U1021,R0004,5
U1022,R0004,5
U1023,R0004,5
U1059,R0004,4
U1060,R0004,3
U1065,R0004,4
U1066,R0004,5
U1067,R0004,5
U1068,R0004,5
U1069,R0004,4
U1099,R0004,3
U1100,R0004,5
U1101,R0004,5
U1102,R0004,5
U1103,R0004,5
U1104,R0004,5
U1105,R0004,5
U1106,R0004,5
U1107,R0004,4
U1108,R0004,5
U1061,R0004,5
U1062,R0004,5
U1063,R0004,5
U1064,R0004,5
U1070,R0004,5
U1071,R0004,5
U1072,R0004,5
U1073,R0004,5
U1074,R0004,5
U1075,R0004,5
U1076,R0004,5
U1077,R0004,5
U1078,R0004,5
U1079,R0004,5
U1080,R0004,5
U1081,R0004,5
U1082,R0004,5
U1083,R0004,5
U1084,R0004,5
U1085,R0004,5
U1086,R0004,5
U1087,R0004,4
U1088,R0004,5
U1089,R0004,5
U1090,R0004,5
U1091,R0004,4
U1092,R0004,5
U1093,R0004,5
U1057,R0005,5
U1056,R0005,4
U1052,R0005,5
U1051,R0005,4
U1055,R0005,4
U1053,R0005,4
U1054,R0005,5
U1058,R0005,4
U1092,R0005,5
U1090,R0005,5
U1094,R0005,5
U1096,R0005,4
U1093,R0005,5
U1095,R0005,5
U1091,R0005,5
U1028,R0005,2
U1026,R0005,4
U1027,R0005,4
U1024,R0005,5
U1029,R0005,5
U1001,R0006,4
U1002,R0006,4
U1003,R0006,5
U1004,R0006,5
U1005,R0006,5
U1006,R0006,5
U1007,R0006,5
U1008,R0006,4
U1009,R0006,5
U1010,R0006,5
U1011,R0006,4
U1012,R0006,4
U1013,R0006,5
U1014,R0006,5
U1015,R0006,4
U1016,R0006,4
U1017,R0006,5
U1018,R0006,5
U1019,R0006,5
U1020,R0006,4
U1021,R0006,5
U1022,R0006,4
U1023,R0006,5
U1024,R0006,5
U1025,R0006,4
U1026,R0006,4
U1027,R0006,4
U1028,R0006,5
U1029,R0006,4
U1030,R0006,5
U1031,R0006,4
U1032,R0006,2
U1033,R0006,4
U1034,R0006,5
U1035,R0006,4
U1036,R0006,4
U1037,R0006,5
U1038,R0006,4
U1039,R0006,5
U1040,R0006,4
U1041,R0006,4
U1042,R0006,5
U1043,R0006,4
U1044,R0006,5
U1045,R0006,5
U1046,R0006,4
U1047,R0006,4
U1048,R0006,5
U1049,R0006,5
U1050,R0006,5
U1057,R0007,4
U1056,R0007,5
U1052,R0007,4
U1051,R0007,3
U1055,R0007,5
U1053,R0007,4
U1054,R0007,5
U1058,R0007,4
U1092,R0007,5
U1090,R0007,3
U1094,R0007,5
U1096,R0007,5
U1093,R0007,5
U1095,R0007,5
U1091,R0007,5
U1048,R0007,5
U1049,R0007,5
U1050,R0007,5
U1080,R0007,4
U1074,R0007,5
U1083,R0007,4
U1076,R0007,5
U1084,R0007,5
U1078,R0007,4
U1081,R0007,4
U1082,R0007,3
U1086,R0007,4
U1077,R0007,4
U1075,R0007,5
U1085,R0007,3
U1079,R0007,3
U1087,R0007,5
U1088,R0007,5
U1089,R0007,5
U1119,R0007,5
U1116,R0007,1
U1122,R0007,5
U1118,R0007,5
U1121,R0007,1
U1120,R0007,2
U1117,R0007,5
U1046,R0007,5
U1047,R0007,5
U1111,R0007,5
U1113,R0007,4
U1110,R0007,5
U1115,R0007,5
U1112,R0007,4
U1114,R0007,3
U1123,R0007,5
U1001,R0008,4
U1002,R0008,5
U1003,R0008,4
U1004,R0008,3
U1005,R0008,3
U1006,R0008,5
U1007,R0008,5
U1008,R0008,5
U1016,R0008,5
U1017,R0008,4
U1051,R0008,5
U1052,R0008,5
U1053,R0008,5
U1054,R0008,5
U1055,R0008,5
U1056,R0008,4
U1057,R0008,4
U1058,R0008,5
U1059,R0008,5
U1060,R0008,5
U1061,R0008,5
U1062,R0008,5
U1063,R0008,5
U1064,R0008,5
U1009,R0008,5
U1010,R0008,4
U1011,R0008,5
U1012,R0008,3
U1013,R0008,4
U1014,R0008,5
U1015,R0008,5
U1018,R0008,5
U1019,R0008,5
U1020,R0008,3
U1044,R0008,5
U1045,R0008,5
U1046,R0008,5
U1047,R0008,4
U1048,R0008,2
U1049,R0008,3
U1050,R0008,2
U1065,R0008,5
U1066,R0008,5
U1067,R0008,3
U1068,R0008,4
U1069,R0008,5
U1070,R0008,1
U1071,R0008,4
U1072,R0008,4
U1073,R0008,4
U1001,R0009,3
U1002,R0009,5
U1003,R0009,5
U1004,R0009,3
U1005,R0009,4
U1006,R0009,4
U1007,R0009,4
U1008,R0009,4
U1009,R0009,4
U1010,R0009,1
U1011,R0009,4
U1012,R0009,3
U1013,R0009,4
U1014,R0009,3
U1015,R0009,1
U1016,R0009,4
U1017,R0009,4
U1018,R0009,4
U1019,R0009,4
U1020,R0009,5
U1021,R0009,3
U1022,R0009,3
U1023,R0009,4
U1024,R0009,4
U1025,R0009,5
U1026,R0009,5
U1027,R0009,3
U1028,R0009,3
U1029,R0009,3
U1030,R0009,3
U1031,R0009,4
U1032,R0009,4
U1033,R0009,4
U1034,R0009,3
U1035,R0009,3
U1036,R0009,4
U1037,R0009,4
U1038,R0009,4
U1039,R0009,4
U1041,R0009,4
U1042,R0009,4
U1043,R0009,3
U1044,R0009,5
U1045,R0009,4
U1046,R0009,4
U1047,R0009,5
U1133,R0009,5
U1134,R0009,1
U1135,R0009,4
U1136,R0009,5
U1001,R0010,4
U1002,R0010,5
U1003,R0010,5
U1004,R0010,5
U1005,R0010,2
U1006,R0010,5
U1007,R0010,5
U1008,R0010,5
U1009,R0010,5
U1010,R0010,5
U1011,R0010,5
U1012,R0010,5
U1013,R0010,5
U1014,R0010,5
U1015,R0010,4
U1016,R0010,5
U1017,R0010,5
U1018,R0010,5
U1019,R0010,5
U1020,R0010,4
U1021,R0010,3
U1022,R0010,5
U1023,R0010,5
U1024,R0010,5
U1025,R0010,5
U1026,R0010,5
U1027,R0010,5
U1028,R0010,5
U1029,R0010,5
U1030,R0010,5
U1031,R0010,4
U1032,R0010,5
U1033,R0010,5
U1034,R0010,5
U1035,R0010,5
U1036,R0010,5
U1037,R0010,5
U1038,R0010,5
U1039,R0010,5
U1040,R0010,5
U1041,R0010,5
U1042,R0010,5
U1043,R0010,4
U1051,R0010,5
U1052,R0010,5
U1053,R0010,5
U1054,R0010,5
U1097,R0010,5
U1098,R0010,5
U1109,R0010,5
U1001,R0011,5
U1002,R0011,5
U1003,R0011,5
U1004,R0011,4
U1005,R0011,5
U1006,R0011,5
U1007,R0011,5
U1008,R0011,2
U1009,R0011,5
U1010,R0011,5
U1011,R0011,3
U1012,R0011,4
U1013,R0011,2
U1014,R0011,4
U1015,R0011,5
U1016,R0011,4
U1017,R0011,5
U1018,R0011,4
U1019,R0011,5
U1020,R0011,5
U1021,R0011,5
U1022,R0011,5
U1023,R0011,5
U1024,R0011,5
U1025,R0011,5
U1026,R0011,5
U1027,R0011,5
U1028,R0011,5
U1029,R0011,5
U1030,R0011,5
U1031,R0011,5
U1032,R0011,5
U1033,R0011,5
U1034,R0011,5
U1035,R0011,5
U1036,R0011,4
U1037,R0011,5
U1038,R0011,5
U1039,R0011,5
U1040,R0011,5
U1041,R0011,5
U1042,R0011,5
U1043,R0011,5
U1097,R0011,5
U1098,R0011,5
U1110,R0011,5
U1111,R0011,5
U1112,R0011,5
U1113,R0011,5
U1114,R0011,5
U1001,R0012,5
U1002,R0012,5
U1003,R0012,4
U1004,R0012,4
U1005,R0012,5
U1006,R0012,5
U1007,R0012,4
U1008,R0012,5
U1009,R0012,4
U1010,R0012,4
U1011,R0012,5
U1012,R0012,4
U1013,R0012,3
U1014,R0012,4
U1015,R0012,5
U1016,R0012,5
U1017,R0012,4
U1018,R0012,3
U1019,R0012,4
U1020,R0012,4
U1021,R0012,4
U1022,R0012,4
U1023,R0012,5
U1024,R0012,4
U1025,R0012,4
U1026,R0012,4
U1027,R0012,5
U1028,R0012,3
U1029,R0012,5
U1030,R0012,4
U1031,R0012,4
U1032,R0012,4
U1033,R0012,4
U1034,R0012,5
U1035,R0012,4
U1036,R0012,3
U1038,R0012,4
U1039,R0012,3
U1041,R0012,4
U1042,R0012,3
U1043,R0012,3
U1044,R0012,4
U1045,R0012,2
U1001,R0013,4
U1002,R0013,5
U1003,R0013,4
U1004,R0013,4
U1005,R0013,4
U1006,R0013,4
U1007,R0013,4
U1008,R0013,4
U1016,R0013,4
U1017,R0013,3
U1051,R0013,4
U1052,R0013,5
U1053,R0013,5
U1054,R0013,5
U1055,R0013,4
U1056,R0013,5
U1057,R0013,5
U1058,R0013,5
U1059,R0013,3
U1060,R0013,1
U1061,R0013,5
U1062,R0013,5
U1063,R0013,4
U1064,R0013,4
U1009,R0013,4
U1010,R0013,2
U1011,R0013,2
U1012,R0013,5
U1013,R0013,3
U1014,R0013,3
U1015,R0013,4
U1018,R0013,4
U1019,R0013,5
U1020,R0013,5
U1044,R0013,1
U1045,R0013,3
U1046,R0013,3
U1047,R0013,4
U1048,R0013,4
U1049,R0013,5
U1050,R0013,4
U1065,R0013,5
U1066,R0013,1
U1067,R0013,2
U1068,R0013,2
U1069,R0013,1
U1070,R0013,3
U1071,R0013,3
U1072,R0013,4
U1073,R0013,5
U1057,R0014,4
U1056,R0014,5
U1052,R0014,4
U1051,R0014,4
U1055,R0014,5
U1053,R0014,5
U1054,R0014,1
U1058,R0014,5
U1092,R0014,5
U1090,R0014,4
U1094,R0014,5
U1096,R0014,5
U1093,R0014,4
U1095,R0014,4
U1091,R0014,5
U1048,R0014,5
U1049,R0014,4
U1050,R0014,5
U1080,R0014,5
U1074,R0014,5
U1083,R0014,4
U1076,R0014,3
U1084,R0014,5
U1078,R0014,5
U1081,R0014,4
U1082,R0014,5
U1086,R0014,2
U1077,R0014,4
U1075,R0014,4
U1085,R0014,5
U1079,R0014,5
U1087,R0014,4
U1088,R0014,5
U1089,R0014,2
U1119,R0014,5
U1116,R0014,5
U1122,R0014,4
U1118,R0014,3
U1121,R0014,5
U1120,R0014,1
U1117,R0014,5
U1129,R0014,5
U1126,R0014,5
U1124,R0014,5
U1132,R0014,2
U1130,R0014,5
U1127,R0014,5
U1128,R0014,3
U1125,R0014,5
U1131,R0014,5
U1001,R0015,5
U1002,R0015,5
U1003,R0015,5
U1004,R0015,5
U1005,R0015,5
U1006,R0015,5
U1007,R0015,4
U1008,R0015,4
U1009,R0015,5
U1010,R0015,5
U1011,R0015,5
U1012,R0015,5
U1013,R0015,3
U1014,R0015,4
U1015,R0015,4
U1016,R0015,5
U1017,R0015,5
U1018,R0015,5
U1019,R0015,5
U1020,R0015,5
U1021,R0015,5
U1022,R0015,5
U1023,R0015,4
U1024,R0015,5
U1025,R0015,5
U1026,R0015,4
U1027,R0015,5
U1028,R0015,5
U1029,R0015,4
U1030,R0015,5
U1031,R0015,4
U1032,R0015,3
U1033,R0015,4
U1034,R0015,5
U1035,R0015,4
U1036,R0015,4
U1037,R0015,4
U1038,R0015,5
U1039,R0015,5
U1040,R0015,4
U1041,R0015,4
U1042,R0015,5
U1043,R0015,5
U1044,R0015,4
U1045,R0015,5
U1046,R0015,3
U1047,R0015,4
U1048,R0015,5
U1049,R0015,4
U1050,R0015,5
U1001,R0016,5
U1002,R0016,4
U1021,R0016,5
U1022,R0016,5
U1023,R0016,5
U1059,R0016,5
U1060,R0016,5
U1065,R0016,5
U1066,R0016,5
U1067,R0016,5
U1068,R0016,5
U1069,R0016,5
U1099,R0016,5
U1100,R0016,5
U1101,R0016,5
U1102,R0016,5
U1103,R0016,5
U1104,R0016,5
U1105,R0016,5
U1106,R0016,5
U1107,R0016,5
U1108,R0016,5
U1061,R0016,5
U1062,R0016,5
U1063,R0016,5
U1064,R0016,5
U1070,R0016,5
U1071,R0016,5
U1072,R0016,4
U1073,R0016,5
U1074,R0016,5
U1075,R0016,5
U1076,R0016,5
U1077,R0016,5
U1078,R0016,5
U1079,R0016,5
U1080,R0016,5
U1081,R0016,3
U1082,R0016,5
U1083,R0016,5
U1084,R0016,5
U1085,R0016,5
U1086,R0016,5
U1087,R0016,5
U1088,R0016,5
U1089,R0016,5
U1094,R0016,5
U1095,R0016,4
U1096,R0016,5
U1001,R0017,5
U1002,R0017,5
U1003,R0017,4
U1004,R0017,4
U1005,R0017,5
U1006,R0017,5
U1007,R0017,5
U1008,R0017,4
U1016,R0017,5
U1017,R0017,5
U1051,R0017,4
U1052,R0017,5
U1053,R0017,3
U1054,R0017,5
U1055,R0017,5
U1056,R0017,5
U1057,R0017,5
U1058,R0017,5
U1059,R0017,5
U1060,R0017,5
U1061,R0017,5
U1062,R0017,5
U1063,R0017,5
U1064,R0017,5
U1001,R0018,5
U1002,R0018,4
U1003,R0018,4
U1004,R0018,4
U1005,R0018,4
U1006,R0018,4
U1007,R0018,3
U1008,R0018,4
U1009,R0018,1
U1010,R0018,5
U1011,R0018,3
U1012,R0018,3
U1013,R0018,4
U1014,R0018,5
U1015,R0018,4
U1016,R0018,4
U1017,R0018,3
U1018,R0018,3
U1019,R0018,3
U1020,R0018,4
U1024,R0018,5
U1025,R0018,4
U1033,R0018,4
U1034,R0018,5
U1035,R0018,4
U1036,R0018,2
